0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
JLPT-N3	217	表情	ひょうじょう	Noun	1.-facial expression; countenance	2.-look; appearance; expression (vocal, etc.)	3.-Facial expression																	
JLPT-N3	218	虎	とら	Noun	1.-tiger (Panthera tigris)	2.-drunkard; drunk; sot	3.-Tiger	4.-トラ																
JLPT-N3	219	小屋	こや	Noun	1.-hut; cabin; shed; (animal) pen	2.-small theatre (theater); temporary playhouse; circus tent; booth	3.-one's own house	4.-Hut (dwelling)																
JLPT-N3	220	制度	せいど	Noun, No-adjective	1.-system; institution; organization; organisation	2.-Institution																		
JLPT-N3	221	虎	とら	Noun	1.-tiger (Panthera tigris)	2.-drunkard; drunk; sot	3.-Tiger	4.-トラ																
JLPT-N3	222	青年	せいねん	Noun	1.-youth; young man	2.-Youth																		
JLPT-N3	223	通学	つうがく	Noun, Suru verb	1.-commuting to school; school commute	2.-Student transport																		
JLPT-N3	224	畑	はたけ	Noun	1.-field (for fruits, vegetables, etc.); cultivated land; vegetable plot; kitchen garden; plantation	2.-field (of specialization); sphere; area	3.-womb; birth; birthplace	4.-Field (agriculture)																
JLPT-N3	225	女王	じょおう	Noun	1.-queen	2.-female champion	3.-Queen regnant																	
JLPT-N3	226	胃	い	Noun	1.-stomach	"2.-Chinese ""stomach"" constellation (one of the 28 mansions)"	3.-Stomach																	
JLPT-N3	227	籠	かご	Noun	1.-basket (shopping, etc.); hamper; cage	2.-Basket																		
JLPT-N3	228	雷	かみなり	Noun	1.-lightning; thunder; thunderbolt	2.-god of thunder; god of lightning	3.-anger; fit of anger	4.-Lightning																
JLPT-N3	229	鉄道	てつどう	Noun	1.-railroad; railway; rail transport	2.-Rail transport																		
JLPT-N3	230	放送	ほうそう	Noun, Suru verb, No-adjective	1.-broadcast; broadcasting	2.-Broadcasting																		
JLPT-N3	231	信号	しんごう	Noun, Suru verb	1.-signal; signalling; signaling	2.-traffic light; traffic signal	3.-Signal																	
JLPT-N3	232	観客	かんきゃく	Noun	1.-audience; spectator; spectators	2.-Audience																		
JLPT-N3	233	文字	もじ	Noun	1.-letter (of alphabet); character	2.-writing	3.-Writing system																	
JLPT-N3	234	収穫	しゅうかく	Noun, Suru verb	1.-harvest; crop; ingathering	2.-fruits (of one's labors); gain; result; returns	3.-Harvest																	
JLPT-N3	235	中心	ちゅうしん	Noun, No-adjective	1.-center; centre; middle; heart; core; focus; pivot; emphasis; balance	2.--centered; -centred; -focused; -oriented; centered on; focused on	3.-Centre (geometry)																	
JLPT-N3	236	化学	かがく	Noun, No-adjective	1.-chemistry	2.-Chemistry																		
JLPT-N3	237	睡眠	すいみん	Noun, No-adjective	1.-sleep	2.-Sleep																		
JLPT-N3	238	袋	ふくろ	Noun	1.-bag; sack; pouch	2.-skin of an orange (and other like fruits)	3.-dead end	4.-plot of land surrounded by water	5.-Plastic shopping bag															
JLPT-N3	239	国家	こっか	Noun	1.-state; country; nation	2.-State (polity)																		
JLPT-N3	240	建設	けんせつ	Noun, Suru verb	1.-construction; establishment	2.-Construction																		
JLPT-N3	241	節約	せつやく	Noun, Suru verb	1.-economising; saving	2.-Saving																		
JLPT-N3	242	油	あぶら	Noun	1.-oil	2.-Oil																		
JLPT-N3	243	教科書	きょうかしょ	Noun	1.-textbook; coursebook; schoolbook	2.-Textbook																		
JLPT-N3	244	毒	どく	Noun	1.-poison; toxicant	2.-harm; evil influence	3.-ill will; spite; malice	4.-abusive language	5.-Poison															
JLPT-N3	245	単位	たんい	Noun	1.-unit; denomination	2.-credit (in school)	"3.-in units of (e.g. ""in thousands""); in amounts of"	4.-Unit																
JLPT-N3	246	常識	じょうしき	Noun	1.-common sense; good sense; common knowledge; general knowledge; common practice; accepted practice; social etiquette	2.-Common sense																		
JLPT-N3	247	座席	ざせき	Noun, No-adjective	1.-seat	2.-Seat																		
JLPT-N3	248	郵便	ゆうびん	Noun	1.-mail service; postal service; mail; post	2.-mail; postal matter; postal items	3.-Mail																	
JLPT-N3	249	運	うん	Noun	1.-fortune; luck	2.-Luck																		
JLPT-N3	250	家事	かじ	Noun	1.-housework; domestic chores	2.-family affairs; household matters	3.-Housekeeping																	
JLPT-N3	251	労働	ろうどう	Noun, Suru verb, No-adjective	1.-manual labor; manual labour; toil; work	2.-Labour Party	3.-Labour																	
JLPT-N3	252	誕生	たんじょう	Noun, Suru verb	1.-birth; creation; formation	2.-Birth																		
JLPT-N3	253	汗	あせ	Noun	1.-sweat; perspiration	2.-moisture; condensation	3.-gulp; oops	4.-Perspiration																
JLPT-N3	254	食欲	しょくよく	Noun, No-adjective	1.-appetite (for food)	2.-Appetite																		
JLPT-N3	255	数字	すうじ	Noun	1.-numeral; figure; digit; numeric character	2.-Numerical digit																		
JLPT-N3	256	学習	がくしゅう	Noun, Suru verb	1.-study; learning; tutorial	2.-Learning																		
JLPT-N3	257	観光	かんこう	Noun, Suru verb	1.-sightseeing; tourism	2.-Tourism																		
JLPT-N3	258	失業	しつぎょう	Noun, Suru verb	1.-unemployment	2.-losing one's job; becoming unemployed	3.-Unemployment																	
JLPT-N3	259	毛布	もうふ	Noun	1.-blanket	2.-Blanket																		
JLPT-N3	260	婚約	こんやく	Noun, Suru verb, No-adjective	1.-engagement; betrothal	2.-Engagement																		
JLPT-N3	261	婚約	こんやく	Noun, Suru verb, No-adjective	1.-engagement; betrothal	2.-Engagement																		
JLPT-N3	262	毛布	もうふ	Noun	1.-blanket	2.-Blanket																		
JLPT-N3	263	鉄	てつ	Noun	1.-iron (Fe)	2.-strong and hard (as iron)	3.-railway	4.-railway enthusiast	5.-Iron															
JLPT-N3	264	書斎	しょさい	Noun	1.-study; library; den; home office; reading room	2.-Study (room)																		
JLPT-N3	265	引用	いんよう	Noun, Suru verb, No-adjective	1.-quotation; citation; reference	2.-Quotation																		
JLPT-N3	266	砂漠	さばく	Noun	1.-desert	2.-Desert																		
JLPT-N3	267	首都	しゅと	Noun, No-adjective	1.-capital city; metropolis	2.-Capital city																		
JLPT-N3	268	武器	ぶき	Noun	1.-weapon; arms; ordnance	2.-weapon (something used to gain an advantage); asset	3.-Weapon																	
JLPT-N3	269	針	はり	Noun	1.-needle; pin	2.-hook	3.-stinger; thorn	4.-hand (e.g. clock, etc.); pointer	5.-staple (for a stapler)	6.-needlework; sewing	7.-malice	8.-counter for stitches	9.-Sewing needle											
JLPT-N3	270	位置	いち	Noun, Suru verb	1.-place; situation; position; location	2.-Position (vector)																		
JLPT-N3	271	硬貨	こうか	Noun	1.-coin	2.-hard currency	3.-Coin																	
JLPT-N3	272	異常	いじょう	Noun, Na-adjective	1.-strangeness; abnormality; disorder	2.-Abnormality (behavior)																		
JLPT-N3	273	舌	した	Noun	1.-tongue	2.-tongue-like object; clapper (of a bell); talon (of a lock)	3.-Tongue																	
JLPT-N3	274	監督	かんとく	Noun, Suru verb, No-adjective	1.-supervision; control; superintendence; direction	2.-director; superintendent; supervisor; coach; foreman; manager; overseer; controller; boss	3.-Overseer																	
JLPT-N3	275	笑い	わら	Noun	1.-laugh; laughter	2.-smile	3.-sneer	4.-sex aids (e.g. dildos, pornographic books, erotic woodblock prints, etc.)	5.-Laughter															
JLPT-N3	276	予算	よさん	Noun, Suru verb, No-adjective	1.-estimate; budget	2.-Budget																		
JLPT-N3	277	速度	そくど	Noun	1.-speed; velocity; pace; rate	2.-velocity	3.-Velocity																	
JLPT-N3	278	酸素	さんそ	Noun, No-adjective	1.-oxygen (O)	2.-Oxygen																		
JLPT-N3	279	拍手	はくしゅ	Noun, Suru verb	1.-clapping hands; applause	2.-Applause																		
JLPT-N3	280	瞬間	しゅんかん	Adverbial noun, Temporal noun	1.-moment; second; instant	2.-Jiffy (time)																		
JLPT-N3	281	速度	そくど	Noun	1.-speed; velocity; pace; rate	2.-velocity	3.-Velocity																	
JLPT-N3	282	対象	たいしょう	Noun, No-adjective	1.-target; object (of worship, study, etc.); subject (of taxation, etc.)	2.-Object (philosophy)																		
JLPT-N3	283	感覚	かんかく	Noun, Suru verb	1.-sense; sensation; feeling; intuition	2.-Sense																		
JLPT-N3	284	穀物	こくもつ	Noun, No-adjective	1.-grain; cereal; corn	2.-Cereal																		
JLPT-N3	285	物質	ぶっしつ	Noun	1.-material; substance	2.-matter	3.-Matter																	
JLPT-N3	286	祭り	まつ	Noun	1.-festival; feast	2.-harassment by an Internet pitchfork mob; online shaming; flaming	"3.-galore (as in ""goals galore""); frenzy; mania"	4.-Japanese festivals																
JLPT-N3	287	奨学金	しょうがくきん	Noun	1.-scholarship; stipend; bursary	2.-student loan	3.-Scholarship																	
JLPT-N3	288	逆	ぎゃく	No-adjective, Na-adjective, Noun	1.-reverse; opposite	2.-converse (of a hypothesis, etc.)	3.-inverse (function)	4.-Converse (logic)																
JLPT-N3	289	黒板	こくばん	Noun	1.-blackboard	2.-Chalkboard																		
JLPT-N3	290	批評	ひひょう	Noun, Suru verb, No-adjective	1.-criticism; review; commentary	2.-Critique																		
JLPT-N3	291	議会	ぎかい	Noun	1.-congress; parliament; diet; legislative assembly	2.-Parliament																		
JLPT-N3	292	独身	どくしん	Noun, No-adjective	1.-bachelorhood; single; unmarried; celibate	2.-Single person																		
JLPT-N3	293	農業	のうぎょう	Noun, No-adjective	1.-agriculture	2.-Agriculture																		
JLPT-N3	294	農家	のうか	Noun	1.-farmer; farming family	2.-farmhouse	3.-Farmer																	
JLPT-N3	295	泥	どろ	Noun, No-adjective	1.-mud; slush; (wet) dirt; mire	2.-thief	3.-Mud																	
JLPT-N3	296	安定	あんてい	Noun, Suru verb, Na-adjective, No-adjective	1.-stability; steadiness; equilibrium	2.-Stability																		
JLPT-N3	297	巣	す	Noun	1.-nest; rookery; breeding place; hive	2.-den	3.-haunt	4.-(spider's) web	5.-Nest															
JLPT-N3	298	石炭	せきたん	Noun	1.-coal	2.-Coal																		
JLPT-N3	299	谷	たに	Noun	1.-valley	2.-Valley																		
JLPT-N3	300	知事	ちじ	Noun, No-adjective	1.-prefectural governor	2.-Governor																		
JLPT-N3	301	吸収	きゅうしゅう	Noun, Suru verb	1.-absorption; suction; attraction	2.-Absorption																		
JLPT-N3	302	日付	ひづけ	Noun	1.-date; dating	2.-Calendar date																		
JLPT-N3	303	建築	けんちく	Noun, Suru verb	1.-construction; architecture (of buildings)	2.-Architecture																		
JLPT-N3	304	大陸	たいりく	Noun, No-adjective	1.-continent	2.-continental Asia (esp. mainland China)	3.-continental Europe	4.-Continent																
JLPT-N3	305	文明	ぶんめい	Noun	1.-civilization; civilisation; culture	2.-Bunmei era (1469.4.28-1487.7.20)	3.-Civilization																	
JLPT-N3	306	体温	たいおん	Noun	1.-temperature; body temperature (human, animal)	2.-Human body temperature																		
JLPT-N3	307	活用	かつよう	Noun, Suru verb	1.-practical use; application	2.-conjugation; inflection	3.-Grammatical conjugation																	
JLPT-N3	308	信仰	しんこう	Noun, Suru verb	1.-(religious) faith; belief; creed	2.-Faith																		
JLPT-N3	309	消費	しょうひ	Noun, Suru verb, No-adjective	1.-consumption; expenditure	2.-Consumption (economics)																		
JLPT-N3	310	金融	きんゆう	Noun	1.-finance; financing; credit transacting; loaning of money; circulation of money	2.-monetary; financial; credit	3.-Finance																	
JLPT-N3	311	大臣	だいじん	Noun	1.-cabinet minister	2.-Minister (government)																		
JLPT-N3	312	外交	がいこう	Noun	1.-diplomacy	2.-selling (e.g. door-to-door); canvassing	3.-Diplomacy																	
JLPT-N3	313	学期	がっき	Noun, No-adjective	1.-school term; semester	2.-Academic term																		
JLPT-N3	314	翼	つばさ	Noun	1.-wing	"2.-Chinese ""Wings"" constellation (one of the 28 mansions)"	3.-counter for birds or bird wings	4.-Wing																
JLPT-N3	315	神経	しんけい	Noun, No-adjective	1.-nerve	2.-nerves; sensitivity	3.-Nerve																	
JLPT-N3	316	営業	えいぎょう	Noun, Suru verb	1.-business; trade; operations	2.-sales	3.-Sole proprietorship																	
JLPT-N3	317	鍋	なべ	Noun	1.-saucepan; pot	2.-stew; hot pot	3.-Cookware and bakeware																	
JLPT-N3	318	絵画	かいが	Noun	1.-painting; picture	2.-Painting																		
JLPT-N3	319	筋肉	きんにく	Noun	1.-muscle	2.-Muscle																		
JLPT-N3	320	助手	じょしゅ	Noun	1.-assistant; helper	2.-assistant (to a professor)	3.-Assistant																	
JLPT-N3	321	火災	かさい	Noun	1.-conflagration; fire	2.-Conflagration																		
JLPT-N3	322	絵画	かいが	Noun	1.-painting; picture	2.-Painting																		
JLPT-N3	323	助手	じょしゅ	Noun	1.-assistant; helper	2.-assistant (to a professor)	3.-Assistant																	
JLPT-N3	324	人種	じんしゅ	Noun	1.-race (of people)	2.-type of person	3.-Race (human classification)																	
JLPT-N3	325	金庫	きんこ	Noun	1.-safe; strongbox; cashbox; vault; strongroom	2.-depository; cash office; treasury; provider of funds	3.-Safe																	
JLPT-N3	326	腹	はら	Noun	1.-abdomen; belly; stomach	2.-womb	3.-one's mind; one's real intentions; one's true motive	4.-courage; nerve; willpower	5.-generosity; magnanimity	6.-feelings; emotions	7.-wide middle part; bulging part	8.-inside; interior; inner part	9.-anti-node	10.-counter for hard roe	11.-counter for containers with bulging middles (pots, vases, etc.)	12.-Abdomen								
JLPT-N3	327	悪魔	あくま	Noun	1.-devil; demon; fiend	2.-Satan; the Devil	3.-Māra; evil spirits or forces that hinder one's path to enlightenment	4.-Devil																
JLPT-N3	328	伝統	でんとう	Noun	1.-tradition; convention	2.-Tradition																		
JLPT-N3	329	作業	さぎょう	Noun, Suru verb	1.-work; operation; manufacturing; fatigue duty	2.-Occupation																		
JLPT-N3	330	板	いた	Noun	1.-board; plank	2.-sheet (of metal); plate (of glass); pane; slab	3.-cutting board; chopping board	4.-chef (esp. of high-end Japanese cuisine); cook	5.-stage (i.e. at a theatre)	6.-Board														
JLPT-N3	331	組合	くみあい	Noun	1.-association; union; guild	2.-Voluntary association																		
JLPT-N3	332	旗	はた	Noun	1.-flag	2.-pataka (banner)	3.-banner (administrative division of Inner Mongolia)	4.-Flag																
JLPT-N3	333	恋人	こいびと	Noun	1.-lover; sweetheart; boyfriend; girlfriend	2.-Significant other																		
JLPT-N3	334	食品	しょくひん	Noun	1.-food; food products; foodstuffs	2.-Food																		
JLPT-N3	335	岸	きし	Noun	1.-bank; coast; shore	2.-Kishi																		
JLPT-N3	336	宝	たから	Noun	1.-treasure	2.-Treasure																		
JLPT-N3	337	現象	げんしょう	Noun	1.-phenomenon	2.-Phenomenon																		
JLPT-N3	338	跡	あと	Noun	1.-trace; tracks; mark; sign	2.-site; remains; ruins	3.-scar	4.-Kizuato																
JLPT-N3	339	哲学	てつがく	Noun	1.-philosophy	2.-Philosophy																		
JLPT-N3	340	呼吸	こきゅう	Noun, Suru verb	1.-breathing; respiration	2.-knack; trick; secret (of doing something)	3.-harmony; balance; synchronization; accord	4.-short interval; short pause	5.-Breathing															
JLPT-N3	341	哲学	てつがく	Noun	1.-philosophy	2.-Philosophy																		
JLPT-N3	342	炎	ほのお	Noun	1.-flame; blaze	2.-flames (of intense emotion, e.g. love, jealousy, anger); passion	3.-The Unforgettable Fire																	
